,Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
6645,181 10 0A 281.00,SINGLE FAMILY,7823  OAKFIELD GRV,BRENTWOOD,37027.0,249825,20131202-0122347,,,,
6646,181 10 0D 029.00,VACANT RES LAND,460  HIGH POINT TER,BRENTWOOD,37027.0,347366,20131113-0117088,,,,
6647,181 14 0A 184.00,RESIDENTIAL CONDO,8817  DOLCETTO GRV,BRENTWOOD,37027.0,168000,20131127-0121883,,,,
6648,145 15 0A 006.00,SINGLE FAMILY,5308  OTTER CREEK CT,BRENTWOOD,37027.0,620000,20131125-0120842,,,,
6649,159 10 0B 011.00,SINGLE FAMILY,919  DORSET DR,BRENTWOOD,37027.0,1050000,20131212-0125724,,,,
6650,160 11 0A 097.00,SINGLE FAMILY,5408  HEARTHSTONE LN,BRENTWOOD,37027.0,300000,20140103-0000875,,,,
6651,160 12 0 208.00,SINGLE FAMILY,1104  SEVEN SPRINGS CT,BRENTWOOD,37027.0,235000,20131210-0125263,2021.0,3.0,3.0,0.0
6652,160 14 0C 026.00,CONDO,726  FOX RIDGE DR,BRENTWOOD,37027.0,141400,20131213-0126159,,,,
6653,160 14 0C 049.00,RESIDENTIAL CONDO,749  FOX RIDGE DR,BRENTWOOD,37027.0,126000,20131211-0125455,,,,
6654,160 15 0A 038.00,RESIDENTIAL CONDO,109  HEARTHSTONE MANOR CIR,BRENTWOOD,37027.0,245500,20131213-0126379,,,,
6655,160 15 0B 005.00,SINGLE FAMILY,917  BRENTON PARK CT,BRENTWOOD,37027.0,308000,20140121-0005377,,,,
6656,160 16 0A 008.00,SINGLE FAMILY,902  MCGUIRE CT,BRENTWOOD,37027.0,180000,20140102-0000018,,,,
6657,160 16 0B 098.00,SINGLE FAMILY,632  PALISADES CT,BRENTWOOD,37027.0,252500,20131210-0125231,,,,
6658,160 16 0C 073.00,RESIDENTIAL CONDO,417  OLD TOWNE DR,BRENTWOOD,37027.0,208000,20131216-0126572,,,,
6659,171 03 0B 299.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,189950,20131231-0131004,,,,
6660,171 08 0A 070.00,SINGLE FAMILY,5609  COTTONPORT DR,BRENTWOOD,37027.0,340000,20131220-0128524,,,,
6661,172 05 0A 042.00,SINGLE FAMILY,337  RED FEATHER LN,BRENTWOOD,37027.0,449944,20131211-0125615,,,,
6662,172 05 0B 128.00,SINGLE FAMILY,5925  WESTHEIMER DR,BRENTWOOD,37027.0,262000,20140106-0001186,,,,
6663,172 05 0B 130.00,SINGLE FAMILY,405  CARPHILLY CT,BRENTWOOD,37027.0,249000,20131223-0129383,,,,
6664,181 03 0A 304.00,VACANT RES LAND,8032  MANDAN DR,BRENTWOOD,37027.0,202490,20140102-0000537,,,,
6665,181 03 0A 352.00,SINGLE FAMILY,8005  MANDAN DR,BRENTWOOD,37027.0,214900,20140109-0002328,,,,
6666,181 10 0A 031.00,SINGLE FAMILY,6728  AUTUMN OAKS DR,BRENTWOOD,37027.0,231000,20131213-0126458,,,,
6667,181 10 0A 277.00,SINGLE FAMILY,7839  OAKFIELD GRV,BRENTWOOD,37027.0,304305,20131213-0126292,,,,
6668,181 10 0A 278.00,SINGLE FAMILY,7835  OAKFIELD GRV,BRENTWOOD,37027.0,262225,20131218-0127734,,,,
6669,181 10 0A 287.00,VACANT RES LAND,7824  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20131219-0128471,,,,
6670,181 10 0A 290.00,VACANT RES LAND,7836  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20131227-0130511,,,,
6671,181 14 0A 089.00,RESIDENTIAL CONDO,8228  ROSSI RD,BRENTWOOD,37027.0,161000,20140106-0001015,,,,
6672,181 14 0A 145.00,RESIDENTIAL CONDO,8514  CALISTOGA WAY,BRENTWOOD,37027.0,170000,20131205-0123943,,,,
6673,160 11 0A 066.00,SINGLE FAMILY,240  ASHINGTON CT,BRENTWOOD,37027.0,379000,20140115-0004005,,,,
6674,160 14 0B 078.00,RESIDENTIAL CONDO,5778  BRENTWOOD TRCE,BRENTWOOD,37027.0,144000,20140129-0008106,,,,
6675,160 15 0D 025.00,RESIDENTIAL CONDO,309  SEVEN SPRINGS WAY,BRENTWOOD,37027.0,250000,20140106-0001090,,,,
6676,171 02 0A 008.00,CONDO,115  VILLA VIEW CT,BRENTWOOD,37027.0,165000,20140127-0007078,,,,
6677,171 02 0A 046.00,RESIDENTIAL CONDO,5908  STONE BROOK DR,BRENTWOOD,37027.0,190000,20140207-0010943,,,,
6678,171 03 0B 135.00,RESIDENTIAL CONDO,641  OLD HICKORY BLVD,BRENTWOOD,37027.0,232100,20140203-0009441,,,,
6679,171 04 0A 042.00,SINGLE FAMILY,5408  BROWNSTONE DR,BRENTWOOD,37027.0,360000,20140121-0005386,,,,
6680,171 04 0C 016.00,RESIDENTIAL CONDO,834  BARRINGTON PLACE DR,BRENTWOOD,37027.0,299000,20140108-0001939,,,,
6681,172 05 0B 151.00,SINGLE FAMILY,5948  WESTHEIMER DR,BRENTWOOD,37027.0,280000,20140127-0007124,,,,
6682,172 09 0A 042.00,SINGLE FAMILY,6344  BANBURY STA,BRENTWOOD,37027.0,373500,20140117-0004992,,,,
6683,181 10 0A 279.00,VACANT RES LAND,7831  OAKFIELD GRV,BRENTWOOD,37027.0,249565,20140122-0005787,,,,
6684,181 10 0A 280.00,VACANT RES LAND,7827  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140116-0004641,,,,
6685,181 10 0A 282.00,VACANT RES LAND,7819  OAKFIELD GRV,BRENTWOOD,37027.0,309650,20140103-0000674,,,,
6686,181 10 0A 284.00,VACANT RES LAND,7816  OAKFIELD GRV,BRENTWOOD,37027.0,303525,20140121-0005083,,,,
6687,181 10 0A 286.00,VACANT RES LAND,7820  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140106-0001442,,,,
6688,181 10 0A 289.00,VACANT RES LAND,7832  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140130-0008604,,,,
6689,181 10 0D 023.00,VACANT RES LAND,493  HIGH POINT TER,BRENTWOOD,37027.0,306292,20140204-0009670,,,,
6690,181 10 0D 030.00,VACANT RES LAND,456  HIGH POINT TER,BRENTWOOD,37027.0,310000,20140123-0006364,,,,
6691,181 10 0E 063.00,VACANT RES LAND,5520  PRADA DR,BRENTWOOD,37027.0,206549,20140114-0003817,,,,
6692,181 10 0E 065.00,VACANT RES LAND,5516  PRADA DR,BRENTWOOD,37027.0,209199,20140129-0008179,,,,
6693,181 10 0E 066.00,VACANT RES LAND,5514  PRADA DR,BRENTWOOD,37027.0,205225,20140114-0003532,,,,
6694,181 10 0E 067.00,VACANT RES LAND,5512  PRADA DR,BRENTWOOD,37027.0,239900,20140130-0008550,,,,
6695,181 10 0E 068.00,SINGLE FAMILY,5510  PRADA DR,BRENTWOOD,37027.0,248799,20140115-0004180,,,,
6696,181 14 0A 108.00,RESIDENTIAL CONDO,8605  ALTESSE WAY,BRENTWOOD,37027.0,171000,20140129-0008210,,,,
6697,159 00 0 150.00,SINGLE FAMILY,5630  HILLVIEW DR,BRENTWOOD,37027.0,470000,20140129-0008137,3847.0,5.0,4.0,0.0
6698,160 11 0B 017.00,SINGLE FAMILY,5412  STONE BOX LN,BRENTWOOD,37027.0,746000,20140305-0018402,,,,
6699,160 12 0 125.00,SINGLE FAMILY,639  HILL RD,BRENTWOOD,37027.0,290000,20140320-0023164,2703.0,3.0,4.0,0.0
6700,160 14 0B 052.00,RESIDENTIAL CONDO,5752  BRENTWOOD TRCE,BRENTWOOD,37027.0,135000,20140212-0012319,,,,
6701,160 14 0C 029.00,RESIDENTIAL CONDO,729  FOX RIDGE DR,BRENTWOOD,37027.0,144900,20140226-0016311,,,,
6702,160 16 0B 071.00,SINGLE FAMILY,6021  BRENTWOOD CHASE DR,BRENTWOOD,37027.0,324600,20140415-0031409,,,,
6703,160 16 0C 047.00,RESIDENTIAL CONDO,480  OLD TOWNE DR,BRENTWOOD,37027.0,209900,20140304-0018108,,,,
6704,171 03 0A 005.00,SINGLE FAMILY,5021  FREDERICKSBURG WAY E,BRENTWOOD,37027.0,342025,20140224-0015372,,,,
6705,171 03 0B 253.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,180000,20140304-0018079,,,,
6706,172 05 0B 079.00,SINGLE FAMILY,5804  STERLING OAKS DR,BRENTWOOD,37027.0,282500,20140220-0014608,,,,
6707,172 05 0B 134.00,SINGLE FAMILY,425  CARPHILLY CT,BRENTWOOD,37027.0,275000,20140219-0014230,,,,
6708,181 03 0A 336.00,SINGLE FAMILY,805  OTTOE CT,BRENTWOOD,37027.0,215250,20140304-0018144,,,,
6709,181 10 0A 027.00,SINGLE FAMILY,6744  AUTUMN OAKS DR,BRENTWOOD,37027.0,280000,20140311-0020418,,,,
6710,181 11 0C 040.00,RESIDENTIAL CONDO,8902  GREYLOCK RD,BRENTWOOD,37027.0,166500,20140310-0019808,,,,
6711,181 14 0A 070.00,RESIDENTIAL CONDO,8251  ROSSI RD,BRENTWOOD,37027.0,164500,20140227-0016884,,,,
6712,181 14 0A 157.00,RESIDENTIAL CONDO,8509  CALISTOGA WAY,BRENTWOOD,37027.0,174250,20140206-0010527,,,,
6713,181 14 0A 158.00,RESIDENTIAL CONDO,8511  CALISTOGA WAY,BRENTWOOD,37027.0,167000,20140225-0015912,,,,
6714,181 14 0A 185.00,RESIDENTIAL CONDO,8819  DOLCETTO GRV,BRENTWOOD,37027.0,179900,20140310-0019687,,,,
6715,181 14 0A 217.00,RESIDENTIAL CONDO,8728  AMBONNAY DR,BRENTWOOD,37027.0,170000,20140304-0018115,,,,
6716,181 14 0A 246.00,RESIDENTIAL CONDO,8626  ALTESSE WAY,BRENTWOOD,37027.0,176500,20140224-0015316,,,,
6717,181 14 0A 250.00,RESIDENTIAL CONDO,8618  ALTESSE WAY,BRENTWOOD,37027.0,176000,20140225-0015961,,,,
6718,159 07 0A 004.00,VACANT RES LAND,5013  HIGH VALLEY DR,BRENTWOOD,37027.0,250000,20140228-0017504,,,,
6719,160 14 0F 009.00,RESIDENTIAL CONDO,5618  OAKES DR,BRENTWOOD,37027.0,302000,20140324-0023825,,,,
6720,160 15 0C 021.00,RESIDENTIAL CONDO,5601  CLOVERLAND DR,BRENTWOOD,37027.0,350000,20140319-0022576,,,,
6721,160 15 0D 013.00,RESIDENTIAL CONDO,311  SEVEN SPRINGS WAY,BRENTWOOD,37027.0,235000,20140321-0023292,,,,
6722,171 03 0B 013.00,SINGLE FAMILY,5221  FREDERICKSBURG WAY E,BRENTWOOD,37027.0,332500,20140319-0022540,,,,
6723,171 03 0B 038.00,RESIDENTIAL CONDO,641  OLD HICKORY BLVD,BRENTWOOD,37027.0,282500,20140317-0021987,,,,
6724,171 03 0B 055.00,RESIDENTIAL CONDO,641  OLD HICKORY BLVD,BRENTWOOD,37027.0,258000,20140311-0020401,,,,
6725,171 03 0B 215.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,228000,20140317-0021676,,,,
6726,171 04 0C 057.00,RESIDENTIAL CONDO,823  BARRINGTON PLACE DR,BRENTWOOD,37027.0,266000,20140331-0026426,,,,
6727,171 08 0A 083.00,SINGLE FAMILY,1041  BEECH TREE LN,BRENTWOOD,37027.0,350000,20140327-0025524,,,,
6728,172 01 0A 103.00,SINGLE FAMILY,205  TROTWOOD,BRENTWOOD,37027.0,331500,20140402-0027217,,,,
6729,172 05 0A 021.00,SINGLE FAMILY,5141  GRAND OAK WAY,BRENTWOOD,37027.0,372500,20140317-0021771,,,,
6730,172 09 0A 048.00,SINGLE FAMILY,6505  BANBURY XING,BRENTWOOD,37027.0,369000,20140402-0027316,,,,
6731,172 09 0A 233.00,SINGLE FAMILY,1148  BANBURY LN,BRENTWOOD,37027.0,380000,20140312-0020794,,,,
6732,172 13 0A 069.00,SINGLE FAMILY,408  WATERTON CT,BRENTWOOD,37027.0,325000,20140326-0024680,,,,
6733,181 03 0A 307.00,SINGLE FAMILY,8044  MANDAN DR,BRENTWOOD,37027.0,231990,20140319-0022772,,,,
6734,181 03 0A 313.00,SINGLE FAMILY,8257  TAPOCO LN,BRENTWOOD,37027.0,215000,20140312-0020811,,,,
6735,181 10 0A 046.00,SINGLE FAMILY,6861  SCARLET RIDGE DR,BRENTWOOD,37027.0,199991,20140310-0019953,,,,
6736,181 10 0A 283.00,SINGLE FAMILY,7814  OAKFIELD GRV,BRENTWOOD,37027.0,264000,20140402-0027129,,,,
6737,181 10 0A 286.00,VACANT RES LAND,7820  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140307-0019227,,,,
6738,181 10 0A 287.00,SINGLE FAMILY,7824  OAKFIELD GRV,BRENTWOOD,37027.0,263985,20140313-0020886,,,,
6739,181 10 0A 290.00,SINGLE FAMILY,7836  OAKFIELD GRV,BRENTWOOD,37027.0,251078,20140317-0021810,,,,
6740,181 10 0E 062.00,SINGLE FAMILY,5522  PRADA DR,BRENTWOOD,37027.0,204099,20140313-0021234,,,,
6741,181 10 0E 064.00,SINGLE FAMILY,5518  PRADA DR,BRENTWOOD,37027.0,204200,20140401-0026927,,,,
6742,181 10 0E 074.00,SINGLE FAMILY,5509  PRADA DR,BRENTWOOD,37027.0,249000,20140321-0023529,,,,
6743,181 10 0E 075.00,SINGLE FAMILY,5511  PRADA DR,BRENTWOOD,37027.0,206134,20140401-0027007,,,,
6744,181 10 0E 077.00,SINGLE FAMILY,5515  PRADA DR,BRENTWOOD,37027.0,199649,20140324-0024123,,,,
6745,181 14 0A 237.00,RESIDENTIAL CONDO,8629  ALTESSE WAY,BRENTWOOD,37027.0,175000,20140319-0022727,,,,
6746,158 00 0 052.00,SINGLE FAMILY,1550  OLD HICKORY BLVD,BRENTWOOD,37027.0,650000,20140317-0022038,4632.34998,3.0,4.0,0.0
6747,159 10 0B 015.00,VACANT RES LAND,907  DORSET DR,BRENTWOOD,37027.0,230000,20140314-0021599,,,,
6748,160 08 0 108.00,SINGLE FAMILY,5416  HEATHER LN,BRENTWOOD,37027.0,458000,20140411-0030645,3957.52002,3.0,4.0,0.0
6749,160 12 0 128.00,SINGLE FAMILY,500  HEARTHSTONE CIR,BRENTWOOD,37027.0,383900,20140421-0033200,2624.0,4.0,3.0,0.0
6750,160 12 0 169.00,SINGLE FAMILY,708  HEATHER SPG,BRENTWOOD,37027.0,550500,20140407-0028918,4503.71989,5.0,4.0,1.0
6751,160 14 0D 044.00,RESIDENTIAL CONDO,5786  STONE BROOK DR,BRENTWOOD,37027.0,152500,20140424-0034338,,,,
6752,160 15 0 013.00,SINGLE FAMILY,5721  HEARTHSTONE LN,BRENTWOOD,37027.0,318000,20140409-0029648,2052.0,3.0,3.0,0.0
6753,160 15 0D 044.00,RESIDENTIAL CONDO,305  SEVEN SPRINGS WAY,BRENTWOOD,37027.0,230000,20140410-0029939,,,,
6754,171 02 0A 065.00,RESIDENTIAL CONDO,200  GLENSTONE CIR,BRENTWOOD,37027.0,175000,20140409-0029719,,,,
6755,171 02 0A 102.00,RESIDENTIAL CONDO,213  GLENSTONE CIR,BRENTWOOD,37027.0,192725,20140423-0034144,,,,
6756,171 03 0B 062.00,RESIDENTIAL CONDO,641  OLD HICKORY BLVD,BRENTWOOD,37027.0,245000,20140408-0029237,,,,
6757,171 03 0B 150.00,RESIDENTIAL CONDO,641  OLD HICKORY BLVD,BRENTWOOD,37027.0,278000,20140428-0035356,,,,
6758,171 03 0B 241.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,187500,20140417-0032078,,,,
6759,171 04 0 002.00,SINGLE FAMILY,5836  CLOVERLAND DR,BRENTWOOD,37027.0,270000,20140421-0032773,2338.0,3.0,2.0,1.0
6760,171 12 0A 043.00,SINGLE FAMILY,717  PALMETTO CT,BRENTWOOD,37027.0,442900,20140430-0036156,,,,
6761,172 01 0A 094.00,SINGLE FAMILY,72  TROTWOOD DOWN,BRENTWOOD,37027.0,275000,20140422-0033670,,,,
6762,172 01 0A 112.00,SINGLE FAMILY,86  TROTWOOD CIR,BRENTWOOD,37027.0,313000,20140501-0036644,,,,
6763,172 05 0B 110.00,SINGLE FAMILY,216  STERLING OAKS PL,BRENTWOOD,37027.0,300000,20140409-0029717,,,,
6764,172 05 0B 152.00,SINGLE FAMILY,5944  WESTHEIMER DR,BRENTWOOD,37027.0,288500,20140501-0036843,,,,
6765,172 09 0A 182.00,SINGLE FAMILY,1229  BANBURY ROW,BRENTWOOD,37027.0,348000,20140415-0031334,,,,
6766,172 13 0A 007.00,SINGLE FAMILY,6300  WILLIAMS GROVE DR,BRENTWOOD,37027.0,363500,20140416-0031912,,,,
6767,172 13 0A 083.00,SINGLE FAMILY,709  WINSLEY PL,BRENTWOOD,37027.0,325000,20140423-0033996,,,,
6768,172 13 0A 105.00,SINGLE FAMILY,804  FABERT CIR,BRENTWOOD,37027.0,336000,20140408-0029377,,,,
6769,181 03 0A 289.00,SINGLE FAMILY,7516  STECOAH ST,BRENTWOOD,37027.0,225000,20140407-0028737,,,,
6770,181 10 0A 021.00,SINGLE FAMILY,100  AUTUMN OAKS CT,BRENTWOOD,37027.0,210000,20140501-0036720,,,,
6771,181 10 0A 028.00,SINGLE FAMILY,6740  AUTUMN OAKS DR,BRENTWOOD,37027.0,245000,20140505-0037904,,,,
6772,181 10 0A 128.00,SINGLE FAMILY,7049  OAK BROOK TER,BRENTWOOD,37027.0,234900,20140501-0036761,,,,
6773,181 10 0A 274.00,VACANT RES LAND,7851  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140411-0030675,,,,
6774,181 10 0A 285.00,SINGLE FAMILY,7818  OAKFIELD GRV,BRENTWOOD,37027.0,276415,20140414-0030821,,,,
6775,181 10 0A 289.00,SINGLE FAMILY,7832  OAKFIELD GRV,BRENTWOOD,37027.0,307820,20140424-0034596,,,,
6776,181 10 0A 291.00,VACANT RES LAND,7840  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140403-0027884,,,,
6777,181 10 0A 293.00,VACANT RES LAND,7848  OAKFIELD GRV,BRENTWOOD,37027.0,127500,20140417-0032250,,,,
6778,181 10 0A 294.00,VACANT RES LAND,7852  OAKFIELD GRV,BRENTWOOD,37027.0,127500,20140417-0032250,,,,
6779,181 10 0B 009.00,SINGLE FAMILY,7309  AUTUMN CROSSING WAY,BRENTWOOD,37027.0,295000,20140424-0034536,,,,
6780,181 10 0E 008.00,SINGLE FAMILY,5107  ANDER DR,BRENTWOOD,37027.0,214000,20140501-0036699,,,,
6781,181 10 0E 078.00,SINGLE FAMILY,5517  PRADA DR,BRENTWOOD,37027.0,245000,20140501-0036980,,,,
6782,181 14 0A 137.00,RESIDENTIAL CONDO,8409  CHARBAY CIR,BRENTWOOD,37027.0,170000,20140403-0027757,,,,
6783,159 00 0 031.00,VACANT RES LAND,1400  OLD HICKORY BLVD,BRENTWOOD,37027.0,399000,20140429-0035883,,,,
6784,159 00 0 206.00,VACANT RES LAND,1378  OLD HICKORY BLVD,BRENTWOOD,37027.0,399000,20140429-0035883,,,,
6785,159 00 0 207.00,VACANT RES LAND,1370  OLD HICKORY BLVD,BRENTWOOD,37027.0,399000,20140429-0035883,,,,
6786,159 00 0 234.00,VACANT RES LAND,OLD HICKORY BLVD,BRENTWOOD,37027.0,399000,20140429-0035883,,0.0,0.0,0.0
6787,159 00 0 235.00,VACANT RES LAND,OLD HICKORY BLVD,BRENTWOOD,37027.0,399000,20140429-0035883,,0.0,0.0,0.0
6788,159 00 0 260.00,VACANT RES LAND,2  AGINCOURT WAY,BRENTWOOD,37027.0,230000,20140423-0034126,5861.25,4.0,5.0,1.0
6789,160 11 0 004.00,SINGLE FAMILY,5564  TROUSDALE DR,BRENTWOOD,37027.0,359900,20140521-0043609,2682.0,4.0,3.0,0.0
6790,160 11 0A 044.00,SINGLE FAMILY,113  BRIDLINGTON LN,BRENTWOOD,37027.0,514100,20140603-0047510,,,,
6791,160 12 0 162.00,SINGLE FAMILY,5705  SPRING HOUSE WAY,BRENTWOOD,37027.0,354900,20140530-0046501,2338.1,3.0,2.0,1.0
6792,160 15 0B 003.00,SINGLE FAMILY,909  BRENTON PARK CT,BRENTWOOD,37027.0,315000,20140519-0042762,,,,
6793,160 15 0C 005.00,RESIDENTIAL CONDO,5601  CLOVERLAND DR,BRENTWOOD,37027.0,355000,20140512-0040505,,,,
6794,160 15 0D 040.00,RESIDENTIAL CONDO,305  SEVEN SPRINGS WAY,BRENTWOOD,37027.0,227000,20140602-0047466,,,,
6795,160 16 0B 062.00,SINGLE FAMILY,200  WATAUGA PL,BRENTWOOD,37027.0,375000,20140505-0038196,,,,
6796,160 16 0C 087.00,RESIDENTIAL CONDO,445  OLD TOWNE DR,BRENTWOOD,37027.0,216500,20140515-0041759,,,,
6797,171 02 0A 020.00,RESIDENTIAL CONDO,131  VILLA VIEW CT,BRENTWOOD,37027.0,174000,20140519-0042724,,,,
6798,171 03 0B 274.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,185000,20140602-0047004,,,,
6799,171 08 0B 010.00,SINGLE FAMILY,5801  CROSS POINTE LN,BRENTWOOD,37027.0,339000,20140602-0047233,,,,
6800,172 09 0 008.00,SINGLE FAMILY,6505  TURNBERRY WAY,BRENTWOOD,37027.0,373000,20140516-0042356,3055.0,3.0,2.0,0.0
6801,172 13 0A 074.00,SINGLE FAMILY,641  LOGWOOD BRIAR CIR,BRENTWOOD,37027.0,325000,20140515-0041646,,,,
6802,181 10 0A 016.00,SINGLE FAMILY,117  AUTUMN OAKS CT,BRENTWOOD,37027.0,255000,20140505-0038212,,,,
6803,181 10 0A 153.00,SINGLE FAMILY,6929  SCARLET RIDGE DR,BRENTWOOD,37027.0,239950,20140516-0042085,,,,
6804,181 10 0A 275.00,VACANT RES LAND,7847  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140529-0045989,,,,
6805,181 10 0A 280.00,SINGLE FAMILY,7827  OAKFIELD GRV,BRENTWOOD,37027.0,290940,20140528-0045781,,,,
6806,181 10 0A 286.00,VACANT RES LAND,7820  OAKFIELD GRV,BRENTWOOD,37027.0,260430,20140522-0044309,,,,
6807,181 10 0A 288.00,VACANT RES LAND,7828  OAKFIELD GRV,BRENTWOOD,37027.0,63750,20140513-0040810,,,,
6808,181 10 0E 061.00,SINGLE FAMILY,5524  PRADA DR,BRENTWOOD,37027.0,257400,20140520-0043477,,,,
6809,181 10 0E 083.00,SINGLE FAMILY,5114  ANDER DR,BRENTWOOD,37027.0,225000,20140506-0038405,,,,
6810,158 11 0 057.00,SINGLE FAMILY,121  BALLEROY DR,BRENTWOOD,37027.0,1300000,20140527-0045343,7952.5,5.0,5.0,1.0
6811,159 03 0 018.00,SINGLE FAMILY,5316  LANCELOT RD,BRENTWOOD,37027.0,715000,20140530-0046799,4326.15002,5.0,3.0,1.0
6812,159 06 0A 001.00,SINGLE FAMILY,1400  RICHLAND WOODS LN,BRENTWOOD,37027.0,1300000,20140530-0046475,,,,
6813,160 00 0 022.00,VACANT RESIDENTIAL LAND,765  HILL RD,BRENTWOOD,37027.0,365000,20140611-0050978,5768.0,6.0,4.0,1.0
6814,160 00 0 292.00,SINGLE FAMILY,775  HILL RD,BRENTWOOD,37027.0,365000,20140611-0050977,4606.0,0.0,0.0,0.0
6815,160 11 0 067.00,SINGLE FAMILY,1009  THYME CT,BRENTWOOD,37027.0,344000,20140616-0052206,2273.0,4.0,3.0,0.0
6816,160 14 0 006.00,SINGLE FAMILY,5621  KRISTIN LN,BRENTWOOD,37027.0,181000,20140611-0050923,1266.0,3.0,2.0,0.0
6817,160 14 0B 106.00,RESIDENTIAL CONDO,5810  BRENTWOOD TRCE,BRENTWOOD,37027.0,154000,20140627-0056274,,,,
6818,160 14 0D 042.00,RESIDENTIAL CONDO,5782  STONE BROOK DR,BRENTWOOD,37027.0,152000,20140630-0057332,,,,
6819,160 16 0C 058.00,RESIDENTIAL CONDO,458  OLD TOWNE DR,BRENTWOOD,37027.0,225000,20140701-0057495,,,,
6820,161 09 0 036.00,SINGLE FAMILY,5511  WAKEFIELD DR,BRENTWOOD,37027.0,349977,20140606-0049371,2202.0,3.0,3.0,0.0
6821,171 03 0A 130.00,SINGLE FAMILY,5340  FREDERICKSBURG WAY W,BRENTWOOD,37027.0,360000,20140609-0049724,,,,
6822,171 03 0A 211.00,RESIDENTIAL CONDO,106  CARRIAGE CT,BRENTWOOD,37027.0,264900,20140630-0057105,,,,
6823,171 03 0A 228.00,RESIDENTIAL CONDO,107  CARRIAGE CT,BRENTWOOD,37027.0,235000,20140915-0084214,,,,
6824,171 03 0B 127.00,RESIDENTIAL CONDO,641  OLD HICKORY BLVD,BRENTWOOD,37027.0,252000,20140703-0058847,,,,
6825,171 03 0B 212.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,230000,20140703-0058999,,,,
6826,171 03 0B 227.00,RESIDENTIAL CONDO,601  OLD HICKORY BLVD,BRENTWOOD,37027.0,227350,20140611-0051068,,,,
6827,171 08 0A 067.00,SINGLE FAMILY,5621  COTTONPORT DR,BRENTWOOD,37027.0,345000,20140627-0056445,,,,
6828,171 08 0A 079.00,SINGLE FAMILY,1057  BEECH TREE LN,BRENTWOOD,37027.0,390000,20140609-0049717,,,,
6829,171 08 0A 133.00,SINGLE FAMILY,312  MAYFIELD STA,BRENTWOOD,37027.0,287000,20140606-0049413,,,,
6830,171 12 0A 007.00,SINGLE FAMILY,612  BLOOMFIELD WAY,BRENTWOOD,37027.0,435000,20140617-0052764,,,,
6831,172 01 0A 052.00,SINGLE FAMILY,54  NICKLEBY DOWN,BRENTWOOD,37027.0,354900,20140606-0049486,,,,
6832,172 05 0B 059.00,SINGLE FAMILY,125  STERLING OAKS CT,BRENTWOOD,37027.0,263000,20140703-0058922,,,,
6833,172 09 0A 116.00,SINGLE FAMILY,725  N WICKSHIRE WAY,BRENTWOOD,37027.0,295000,20140618-0053352,,,,
6834,172 13 0A 065.00,SINGLE FAMILY,313  SWYNFORD CT,BRENTWOOD,37027.0,336000,20140625-0055380,,,,
6835,181 03 0A 288.00,SINGLE FAMILY,7512  STECOAH ST,BRENTWOOD,37027.0,225000,20140627-0056266,,,,
6836,181 10 0A 108.00,SINGLE FAMILY,7269  AUTUMN CROSSING WAY,BRENTWOOD,37027.0,211500,20140623-0054514,,,,
6837,181 10 0A 133.00,SINGLE FAMILY,7029  OAK BROOK TER,BRENTWOOD,37027.0,240000,20140630-0057038,,,,
6838,181 10 0A 135.00,SINGLE FAMILY,7021  OAK BROOK TER,BRENTWOOD,37027.0,215000,20140624-0055207,,,,
6839,181 10 0A 274.00,SINGLE FAMILY,7851  OAKFIELD GRV,BRENTWOOD,37027.0,229000,20140625-0055619,,,,
6840,181 10 0A 291.00,SINGLE FAMILY,7840  OAKFIELD GRV,BRENTWOOD,37027.0,279190,20140630-0056933,,,,
6841,181 10 0A 292.00,SINGLE FAMILY,7844  OAKFIELD GRV,BRENTWOOD,37027.0,127500,20140616-0052229,,,,
6842,181 10 0A 294.00,SINGLE FAMILY,7852  OAKFIELD GRV,BRENTWOOD,37027.0,262415,20140627-0056473,,,,
6843,181 10 0A 295.00,SINGLE FAMILY,7577  OAKLEDGE DR,BRENTWOOD,37027.0,127500,20140630-0057184,,,,
6844,181 10 0A 296.00,SINGLE FAMILY,7575  OAKLEDGE DR,BRENTWOOD,37027.0,127500,20140630-0057184,,,,
6845,181 10 0A 321.00,SINGLE FAMILY,7526  OAKLEDGE DR,BRENTWOOD,37027.0,127500,20140616-0052229,,,,
